,ChannelID,subs,nvideos,views,Category,Language,Type
Y2519,Y2519,58141,23,17116,news,Chinese,NGO
Y2520,Y2520,78870,79,55089,music,English,NGO
Y2521,Y2521,56455,10,23751,food,English,Goverment
Y2522,Y2522,1,32,954,travel,English,Individual
Y2523,Y2523,100187,97,121619,news,Russia,Individual
Y2524,Y2524,121677,43,36586,travel,English,NGO
Y2525,Y2525,137531,44,35981,news,English,Individual
Y2526,Y2526,29231,39,2790,news,Spanish,Individual
Y2527,Y2527,68645,73,95722,news,English,Individual
Y2528,Y2528,79831,64,26916,gaming,English,Individual
Y2529,Y2529,45552,40,2750,gaming,Chinese,Individual
Y2530,Y2530,179755,74,37581,food,English,Individual
Y2531,Y2531,90806,11,125001,gaming,Spanish,Individual
Y2532,Y2532,116613,82,134144,food,English,NGO
Y2533,Y2533,68713,32,14770,gaming,Russia,NGO
Y2534,Y2534,90451,68,102205,news,Japanese,Goverment
Y2535,Y2535,116971,25,26932,food,Spanish,Corperate
Y2536,Y2536,58722,75,83782,news,English,NGO
Y2537,Y2537,13571,8,4989,gaming,English,Individual
Y2538,Y2538,102734,99,1664,music,Spanish,Goverment
Y2539,Y2539,75013,21,5513,travel,English,Corperate
Y2540,Y2540,50768,45,43267,food,English,Individual
Y2541,Y2541,64620,11,18821,food,English,NGO
Y2542,Y2542,92321,37,99838,news,Chinese,Individual
Y2543,Y2543,84236,50,84216,news,Franch,Individual
Y2544,Y2544,64919,67,47517,food,English,Individual
Y2545,Y2545,121997,36,151833,news,Chinese,Individual
Y2546,Y2546,42466,82,27842,food,Chinese,Goverment
Y2547,Y2547,60721,32,28302,food,English,Individual
Y2548,Y2548,75114,36,90444,food,English,Individual
Y2549,Y2549,88201,27,1791,gaming,English,Goverment
Y2550,Y2550,1,50,664,news,Russia,Corperate
Y2551,Y2551,83238,68,34957,music,English,Goverment
Y2552,Y2552,157717,41,24569,gaming,Franch,Individual
Y2553,Y2553,81075,91,22599,gaming,Franch,Individual
Y2554,Y2554,191378,85,50794,food,Chinese,Individual
Y2555,Y2555,94653,90,37242,food,English,Individual
Y2556,Y2556,100383,17,102623,travel,English,Goverment
Y2557,Y2557,121283,64,23744,gaming,English,Individual
Y2558,Y2558,92522,43,66832,food,English,Goverment
Y2559,Y2559,111577,14,129600,travel,English,NGO
Y2560,Y2560,184893,56,150321,music,Chinese,Individual
Y2561,Y2561,198089,86,25621,gaming,English,Individual
Y2562,Y2562,94436,49,53813,music,English,NGO
Y2563,Y2563,95027,86,28651,news,Spanish,Individual
Y2564,Y2564,132325,6,108035,music,English,Individual
Y2565,Y2565,102330,70,4732,gaming,English,Goverment
Y2566,Y2566,191236,36,123682,travel,English,Individual
Y2567,Y2567,133226,40,49091,gaming,English,Individual
Y2568,Y2568,135038,83,94816,gaming,Chinese,NGO
Y2569,Y2569,142632,27,206058,news,English,NGO
Y2570,Y2570,64894,92,17233,travel,English,Individual
Y2571,Y2571,48031,89,57265,gaming,English,Individual
Y2572,Y2572,127717,70,101186,travel,English,Corperate
Y2573,Y2573,110994,22,33940,travel,English,Goverment
Y2574,Y2574,24624,97,16649,news,Chinese,Individual
Y2575,Y2575,149336,52,163710,food,Chinese,Individual
Y2576,Y2576,27077,34,8110,music,Franch,NGO
Y2577,Y2577,70794,67,97755,news,Spanish,Goverment
Y2578,Y2578,264837,59,171470,travel,Japanese,NGO
Y2579,Y2579,99153,98,86976,food,Japanese,Individual
Y2580,Y2580,89410,27,48434,music,English,Goverment
Y2581,Y2581,32199,47,9801,travel,English,Corperate
Y2582,Y2582,142383,68,28773,food,Japanese,Individual
Y2583,Y2583,30964,15,3727,news,Russia,Individual
Y2584,Y2584,131675,52,81062,travel,English,Individual
Y2585,Y2585,161640,59,35935,food,Spanish,NGO
Y2586,Y2586,153441,76,58613,gaming,English,NGO
Y2587,Y2587,82581,10,101617,news,Spanish,Individual
Y2588,Y2588,1,10,0,gaming,English,Corperate
Y2589,Y2589,10228,81,5458,food,Russia,Individual
Y2590,Y2590,164299,43,177628,food,Spanish,NGO
Y2591,Y2591,145742,91,41372,gaming,Franch,Individual
Y2592,Y2592,84698,10,69393,travel,Spanish,Goverment
Y2593,Y2593,131793,35,6975,food,Chinese,Individual
Y2594,Y2594,109562,32,15570,travel,Spanish,Individual
Y2595,Y2595,38446,95,5194,food,Chinese,Individual
Y2596,Y2596,178892,72,237574,music,Spanish,Individual
Y2597,Y2597,1,72,889,news,Japanese,Individual
Y2598,Y2598,28319,7,6209,travel,Franch,NGO
Y2599,Y2599,18473,16,20323,food,Spanish,Individual
Y2600,Y2600,170105,64,250118,music,English,NGO
Y2601,Y2601,106048,29,60133,news,English,Goverment
Y2602,Y2602,163634,67,163096,food,Franch,Goverment
Y2603,Y2603,51373,60,22702,food,Spanish,Goverment
Y2604,Y2604,51827,2,29013,food,Japanese,Individual
Y2605,Y2605,63865,25,3773,gaming,Russia,Goverment
Y2606,Y2606,157971,1,100703,gaming,English,Corperate
Y2607,Y2607,144578,16,194558,news,English,Individual
Y2608,Y2608,147412,3,54575,music,Japanese,Goverment
Y2609,Y2609,70735,97,58134,food,English,Goverment
Y2610,Y2610,9902,77,12233,news,Franch,Goverment
Y2611,Y2611,62363,34,70930,travel,Japanese,Goverment
Y2612,Y2612,161178,27,28982,gaming,Franch,Goverment
Y2613,Y2613,116936,49,135386,news,Spanish,Individual
Y2614,Y2614,145750,45,62318,travel,English,Goverment
Y2615,Y2615,178737,68,30265,food,Russia,Individual
Y2616,Y2616,7793,63,1826,travel,Franch,Individual
Y2617,Y2617,73283,26,2199,gaming,Spanish,Individual
Y2618,Y2618,53034,34,2627,news,English,NGO
Y2619,Y2619,193101,3,269087,food,English,Individual
Y2620,Y2620,71167,52,100441,news,Japanese,NGO
Y2621,Y2621,55916,1,25800,music,Chinese,Individual
Y2622,Y2622,88085,51,9776,food,English,NGO
Y2623,Y2623,91454,26,81790,music,Franch,NGO
Y2624,Y2624,21253,52,11787,travel,English,Individual
Y2625,Y2625,132645,43,10851,gaming,Japanese,Goverment
Y2626,Y2626,109409,66,156617,gaming,English,Individual
Y2627,Y2627,174440,78,8460,travel,Franch,Corperate
Y2628,Y2628,139370,35,123883,news,Chinese,Individual
Y2629,Y2629,47388,39,56713,news,Chinese,Goverment
Y2630,Y2630,84387,32,39991,music,Chinese,Individual
Y2631,Y2631,9843,31,10919,travel,English,Corperate
Y2632,Y2632,135694,70,27404,travel,English,Goverment
Y2633,Y2633,85053,14,23086,travel,English,Individual
Y2634,Y2634,124111,80,6292,food,English,NGO
Y2635,Y2635,104765,29,33368,gaming,English,NGO
Y2636,Y2636,79955,92,22866,gaming,Spanish,Individual
Y2637,Y2637,114139,22,170978,gaming,Franch,Goverment
Y2638,Y2638,155130,43,205727,travel,English,NGO
Y2639,Y2639,118891,16,161056,gaming,Franch,Individual
Y2640,Y2640,197161,57,217425,gaming,Russia,NGO
Y2641,Y2641,100561,20,109609,travel,English,Individual
Y2642,Y2642,96694,83,141992,news,Spanish,NGO
Y2643,Y2643,198209,50,137859,news,Franch,Goverment
Y2644,Y2644,100428,42,19485,travel,Chinese,Individual
Y2645,Y2645,8704,6,7614,travel,English,NGO
Y2646,Y2646,38578,17,4300,gaming,English,Individual
Y2647,Y2647,94247,54,28595,gaming,English,Goverment
Y2648,Y2648,39520,75,23318,gaming,English,Goverment
Y2649,Y2649,83900,92,52860,music,English,Goverment
Y2650,Y2650,226577,90,139568,music,English,Corperate
Y2651,Y2651,57255,16,21150,food,Chinese,Individual
Y2652,Y2652,103417,50,113342,gaming,English,NGO
Y2653,Y2653,47929,89,45933,music,English,Individual
Y2654,Y2654,57592,74,26492,travel,English,Individual
Y2655,Y2655,130883,39,142682,music,Japanese,Goverment
Y2656,Y2656,111991,81,54878,travel,English,NGO
Y2657,Y2657,126322,29,141995,music,Franch,NGO
Y2658,Y2658,130988,33,101119,food,Japanese,NGO
Y2659,Y2659,137192,92,126246,news,Chinese,NGO
Y2660,Y2660,108897,65,160171,news,English,Individual
Y2661,Y2661,163303,85,167908,gaming,English,NGO
Y2662,Y2662,36215,4,26082,food,English,NGO
Y2663,Y2663,62346,55,91878,news,Russia,Individual
Y2664,Y2664,93095,72,434,travel,Russia,Corperate
Y2665,Y2665,93152,67,72876,music,English,Goverment
Y2666,Y2666,115299,27,108724,food,Japanese,Individual
Y2667,Y2667,173056,66,175864,food,Franch,Individual
Y2668,Y2668,37514,57,51845,gaming,English,Goverment
Y2669,Y2669,87874,95,77614,news,Spanish,Individual
Y2670,Y2670,161673,10,189941,gaming,Spanish,Corperate
Y2671,Y2671,43551,42,21781,music,Russia,Goverment
Y2672,Y2672,136531,46,2137,music,Japanese,Individual
Y2673,Y2673,115502,74,39451,food,Chinese,Goverment
Y2674,Y2674,138154,61,195098,music,English,Individual
Y2675,Y2675,92006,54,127480,news,English,Individual
Y2676,Y2676,209759,29,263343,news,English,Individual
Y2677,Y2677,127689,52,71361,travel,Chinese,Goverment
Y2678,Y2678,8589,91,10554,music,Russia,Goverment
Y2679,Y2679,56501,62,68509,music,Chinese,NGO
Y2680,Y2680,159251,44,55498,travel,English,NGO
Y2681,Y2681,138946,4,99844,music,English,NGO
Y2682,Y2682,93651,61,133299,travel,Chinese,Goverment
Y2683,Y2683,89857,40,97031,travel,Franch,Individual
Y2684,Y2684,48013,93,48321,news,English,NGO
Y2685,Y2685,92705,26,129980,news,English,Goverment
Y2686,Y2686,164094,16,99092,travel,Spanish,Individual
Y2687,Y2687,189785,87,182490,news,English,Individual
Y2688,Y2688,173200,96,213824,travel,Chinese,NGO
Y2689,Y2689,119345,8,172642,travel,Russia,Goverment
Y2690,Y2690,68600,88,49189,travel,English,Individual
Y2691,Y2691,70391,19,88399,gaming,English,Individual
Y2692,Y2692,89085,49,51622,gaming,Spanish,NGO
Y2693,Y2693,70373,47,25480,music,Japanese,Corperate
Y2694,Y2694,107324,93,25067,food,Franch,NGO
Y2695,Y2695,110852,48,131300,gaming,English,Goverment
Y2696,Y2696,124009,67,181944,news,Russia,NGO
Y2697,Y2697,133234,8,52637,food,Japanese,NGO
Y2698,Y2698,81444,37,88994,food,Spanish,Corperate
Y2699,Y2699,109337,91,141694,gaming,English,NGO
Y2700,Y2700,108761,2,158693,music,English,Goverment
Y2701,Y2701,84699,96,46140,gaming,Japanese,Individual
Y2702,Y2702,111280,22,107346,travel,English,Individual
Y2703,Y2703,113719,5,157406,gaming,English,Goverment
Y2704,Y2704,2020,17,2480,travel,Russia,Individual
Y2705,Y2705,117061,7,144924,gaming,Japanese,NGO
Y2706,Y2706,144992,86,81369,travel,English,Goverment
Y2707,Y2707,108752,40,27626,news,Russia,NGO
Y2708,Y2708,160174,28,150531,music,Russia,Goverment
Y2709,Y2709,56959,43,48220,music,Japanese,NGO
Y2710,Y2710,94514,82,11589,food,English,NGO
Y2711,Y2711,26748,67,1069,food,English,Individual
Y2712,Y2712,113571,45,79771,music,English,Individual
Y2713,Y2713,125577,70,7624,gaming,Japanese,NGO
Y2714,Y2714,93107,34,105745,news,Russia,Individual
Y2715,Y2715,113145,73,110664,gaming,Russia,Individual
Y2716,Y2716,57570,7,80013,news,English,NGO
Y2717,Y2717,93876,88,127369,news,English,Individual
Y2718,Y2718,131345,41,195587,food,English,Individual
Y2719,Y2719,62104,68,8558,news,English,Goverment
Y2720,Y2720,89558,96,84392,travel,English,Individual
Y2721,Y2721,195150,65,161245,music,English,Goverment
Y2722,Y2722,90620,97,4295,music,English,Individual
Y2723,Y2723,137663,50,20539,food,Spanish,Individual
Y2724,Y2724,128901,84,44908,gaming,Franch,Goverment
Y2725,Y2725,147170,33,180361,gaming,English,Individual
Y2726,Y2726,76523,78,83078,news,English,Goverment
Y2727,Y2727,53072,27,58685,gaming,Spanish,Goverment
Y2728,Y2728,18873,25,7925,news,Franch,Corperate
Y2729,Y2729,79752,49,91573,news,English,Individual
Y2730,Y2730,105238,57,59465,gaming,Russia,Individual
Y2731,Y2731,80695,43,27241,travel,Japanese,Individual
Y2732,Y2732,67549,39,53443,food,English,NGO
Y2733,Y2733,52689,47,22239,news,Russia,Corperate
Y2734,Y2734,113718,99,133319,food,Russia,Individual
Y2735,Y2735,37125,19,3369,gaming,Chinese,Individual
Y2736,Y2736,73355,46,74679,news,Franch,Individual
Y2737,Y2737,132606,13,129290,gaming,English,NGO
Y2738,Y2738,94738,4,68650,news,Franch,Corperate
Y2739,Y2739,170281,29,99264,food,Chinese,Corperate
Y2740,Y2740,156862,41,133946,news,English,Individual
Y2741,Y2741,88948,89,35839,travel,Chinese,Corperate
Y2742,Y2742,146925,63,122837,food,English,Individual
Y2743,Y2743,137886,69,141004,food,Franch,Individual
Y2744,Y2744,122245,46,106636,travel,English,Goverment
Y2745,Y2745,1,67,0,food,Russia,Corperate
Y2746,Y2746,50002,82,12890,news,English,Goverment
Y2747,Y2747,133736,68,177361,music,English,NGO
Y2748,Y2748,166977,66,201211,news,English,Individual
Y2749,Y2749,97603,41,11176,gaming,English,Individual
Y2750,Y2750,85183,13,99885,travel,Japanese,Individual
Y2751,Y2751,31914,10,7443,travel,Franch,Individual
Y2752,Y2752,112587,84,71368,news,English,NGO
Y2753,Y2753,70241,96,104275,music,English,Individual
Y2754,Y2754,109012,36,158201,travel,English,Goverment
Y2755,Y2755,67219,79,86555,travel,Russia,NGO
Y2756,Y2756,97580,75,3604,gaming,English,NGO
Y2757,Y2757,168533,7,35529,food,English,Individual
Y2758,Y2758,93644,77,5433,music,Russia,NGO
Y2759,Y2759,216616,51,257754,news,Russia,Goverment
Y2760,Y2760,125895,52,156262,gaming,English,Individual
Y2761,Y2761,74572,73,99719,music,Spanish,Individual
Y2762,Y2762,81001,72,49615,music,English,Corperate
Y2763,Y2763,146665,44,93901,music,English,Individual
Y2764,Y2764,94000,20,134581,travel,English,Corperate
Y2765,Y2765,100551,12,10916,news,English,NGO
Y2766,Y2766,126142,68,39363,music,Chinese,NGO
Y2767,Y2767,19365,39,0,music,Russia,NGO
Y2768,Y2768,113032,73,161018,food,English,Individual
Y2769,Y2769,107354,58,16209,news,English,NGO
Y2770,Y2770,71222,67,755,gaming,English,Corperate
Y2771,Y2771,75930,14,33828,food,Franch,Goverment
Y2772,Y2772,134198,3,105635,gaming,English,Goverment
Y2773,Y2773,126989,52,179558,food,Spanish,Individual
Y2774,Y2774,40886,53,31534,music,Chinese,Goverment
Y2775,Y2775,80705,19,76976,news,English,Goverment
Y2776,Y2776,124231,89,47081,travel,English,Goverment
Y2777,Y2777,49387,31,57272,music,Franch,NGO
Y2778,Y2778,62342,9,73016,travel,English,Goverment
Y2779,Y2779,89977,29,38486,gaming,English,Goverment
Y2780,Y2780,55625,80,31188,travel,Russia,Individual
Y2781,Y2781,141377,69,49806,travel,Russia,NGO
Y2782,Y2782,140516,83,109351,news,English,Individual
Y2783,Y2783,78970,93,54941,gaming,Franch,NGO
Y2784,Y2784,143444,81,119926,gaming,Japanese,Goverment
Y2785,Y2785,94459,44,129526,travel,Russia,Individual
Y2786,Y2786,43957,45,62117,food,Franch,Individual
Y2787,Y2787,122132,73,107168,travel,English,Corperate
Y2788,Y2788,96349,23,51766,travel,English,NGO
Y2789,Y2789,70544,5,106212,music,English,NGO
Y2790,Y2790,82183,33,9168,gaming,Franch,Individual
Y2791,Y2791,94569,68,14932,music,English,Corperate
Y2792,Y2792,81732,55,74809,music,English,NGO
Y2793,Y2793,83518,11,52252,gaming,Chinese,NGO
Y2794,Y2794,102977,43,51153,music,Russia,Goverment
Y2795,Y2795,143299,5,96925,gaming,English,Corperate
Y2796,Y2796,37988,87,4249,food,Russia,NGO
Y2797,Y2797,119390,79,128380,gaming,English,Goverment
Y2798,Y2798,54573,48,38923,gaming,Japanese,NGO
Y2799,Y2799,191445,91,241516,news,Spanish,Individual
Y2800,Y2800,89131,31,54139,news,Chinese,Goverment
Y2801,Y2801,99522,54,60243,food,English,NGO
Y2802,Y2802,65767,1,23583,music,English,Individual
Y2803,Y2803,1940,91,1934,food,English,NGO
Y2804,Y2804,69593,79,31767,food,Russia,Individual
Y2805,Y2805,97579,99,101997,news,Japanese,NGO
Y2806,Y2806,135123,92,97935,music,English,Goverment
Y2807,Y2807,95098,42,83674,gaming,English,Individual
Y2808,Y2808,184102,96,273640,gaming,English,NGO
Y2809,Y2809,67350,93,24605,food,Chinese,Corperate
Y2810,Y2810,88991,4,112858,gaming,English,Individual
Y2811,Y2811,92046,8,59885,gaming,Russia,Individual
Y2812,Y2812,108883,6,60001,news,Russia,Corperate
Y2813,Y2813,78236,33,19116,gaming,Spanish,Corperate
Y2814,Y2814,67524,43,98716,food,English,NGO
Y2815,Y2815,81541,76,61940,travel,English,Individual
Y2816,Y2816,79039,56,110241,music,English,Individual
Y2817,Y2817,1,9,0,news,English,Individual
Y2818,Y2818,104745,6,150288,news,Japanese,Goverment
Y2819,Y2819,84432,49,92442,travel,Russia,NGO
Y2820,Y2820,133104,64,129278,travel,English,Individual
Y2821,Y2821,105351,6,86364,news,Japanese,Corperate
Y2822,Y2822,78229,87,60844,music,English,Corperate
Y2823,Y2823,82912,41,117638,food,Chinese,Goverment
Y2824,Y2824,140968,21,97532,food,Chinese,NGO
Y2825,Y2825,74624,79,55877,food,English,NGO
Y2826,Y2826,63262,73,7727,gaming,Franch,Goverment
Y2827,Y2827,99332,65,132919,gaming,Chinese,NGO
Y2828,Y2828,176486,38,227574,news,English,Individual
Y2829,Y2829,93918,22,20970,news,Japanese,NGO
Y2830,Y2830,47870,54,48780,food,Russia,Individual
Y2831,Y2831,52310,85,69865,music,English,Individual
Y2832,Y2832,13911,43,3406,gaming,English,Individual
Y2833,Y2833,126832,16,168229,music,Spanish,NGO
Y2834,Y2834,155548,96,149085,news,Franch,Individual
Y2835,Y2835,100352,25,87500,news,English,Individual
Y2836,Y2836,125386,40,144375,news,English,Corperate
Y2837,Y2837,180444,73,204298,travel,English,NGO
Y2838,Y2838,126014,6,81337,food,Franch,Individual
Y2839,Y2839,96699,25,67865,news,English,Individual
Y2840,Y2840,57062,15,54208,food,English,Individual
Y2841,Y2841,14562,55,16243,music,English,NGO
Y2842,Y2842,104497,24,25787,food,English,Individual
Y2843,Y2843,6332,6,1178,travel,English,NGO
Y2844,Y2844,123094,28,23170,travel,English,NGO
Y2845,Y2845,14768,30,1424,food,English,Individual
Y2846,Y2846,38787,36,33705,gaming,English,Individual
Y2847,Y2847,102389,40,127575,travel,English,NGO
Y2848,Y2848,87946,81,40134,travel,Japanese,NGO
Y2849,Y2849,141093,48,83776,gaming,Japanese,Individual
Y2850,Y2850,54854,61,20041,travel,English,Individual
Y2851,Y2851,84496,27,102054,food,English,Goverment
Y2852,Y2852,126872,42,75445,travel,English,Individual
Y2853,Y2853,179436,88,75045,news,English,Corperate
Y2854,Y2854,73239,50,61577,music,English,Goverment
Y2855,Y2855,68141,38,44692,gaming,English,NGO
Y2856,Y2856,180195,35,138213,travel,Japanese,Individual
Y2857,Y2857,144690,14,83354,food,Franch,NGO
Y2858,Y2858,92672,87,33079,food,English,Individual
Y2859,Y2859,118640,62,149793,news,Russia,Individual
Y2860,Y2860,124487,63,148726,music,English,Individual
Y2861,Y2861,184301,14,155202,food,English,NGO
Y2862,Y2862,191270,97,165924,food,English,NGO
Y2863,Y2863,93795,1,72867,travel,English,NGO
Y2864,Y2864,39309,81,37859,food,Chinese,NGO
Y2865,Y2865,89989,19,55444,news,English,Goverment
Y2866,Y2866,90215,30,20063,news,Chinese,Individual
Y2867,Y2867,52813,10,42022,travel,English,Individual
Y2868,Y2868,130523,46,63959,news,English,Individual
Y2869,Y2869,142806,36,114348,gaming,English,NGO
Y2870,Y2870,105563,9,104782,music,English,Goverment
Y2871,Y2871,134307,92,91689,news,Chinese,Goverment
Y2872,Y2872,61730,19,32018,gaming,Spanish,Individual
Y2873,Y2873,10246,87,2823,travel,Japanese,NGO
Y2874,Y2874,164554,48,137402,travel,Franch,Corperate
Y2875,Y2875,102562,72,53447,gaming,Chinese,Individual
Y2876,Y2876,90457,50,51836,travel,English,Goverment
Y2877,Y2877,118081,46,33109,news,English,Individual
Y2878,Y2878,135198,12,183064,music,English,Goverment
Y2879,Y2879,59396,24,81524,music,Chinese,Goverment
Y2880,Y2880,103296,74,87375,news,English,NGO
Y2881,Y2881,84287,43,51198,food,English,Goverment
Y2882,Y2882,206957,28,286627,news,English,Individual
Y2883,Y2883,26528,84,24925,gaming,English,Individual
Y2884,Y2884,50174,31,74954,travel,Chinese,Goverment
Y2885,Y2885,19674,31,6399,travel,Spanish,Goverment
Y2886,Y2886,19947,78,29922,gaming,Russia,Individual
Y2887,Y2887,148846,24,181447,music,English,Individual
Y2888,Y2888,81902,50,88701,music,Franch,Individual
Y2889,Y2889,118650,84,176872,music,Spanish,Individual
Y2890,Y2890,73989,84,96762,travel,Japanese,Corperate
Y2891,Y2891,50009,47,51561,gaming,Russia,Goverment
Y2892,Y2892,52668,43,40998,news,English,Individual
Y2893,Y2893,63005,13,27088,news,English,NGO
Y2894,Y2894,133741,45,72028,food,Japanese,Individual
Y2895,Y2895,151927,81,76794,music,English,Individual
Y2896,Y2896,15259,96,13323,gaming,Spanish,Goverment
Y2897,Y2897,107010,9,110646,food,English,Individual
Y2898,Y2898,104201,1,81170,gaming,Spanish,Corperate
Y2899,Y2899,61426,23,67578,food,English,Individual
Y2900,Y2900,99560,62,134387,gaming,English,Individual
Y2901,Y2901,130766,50,28619,food,English,NGO
Y2902,Y2902,160429,31,143193,food,Japanese,Goverment
Y2903,Y2903,110624,89,27910,gaming,Russia,NGO
Y2904,Y2904,35495,37,21464,gaming,Russia,Corperate
Y2905,Y2905,134371,91,123064,news,Russia,Individual
Y2906,Y2906,18063,19,19093,gaming,Spanish,Individual
Y2907,Y2907,107240,66,44936,food,English,NGO
Y2908,Y2908,48055,14,41417,gaming,Spanish,Corperate
Y2909,Y2909,160760,11,123919,food,Japanese,Individual
Y2910,Y2910,80427,23,14325,travel,Chinese,Individual
Y2911,Y2911,89490,36,77104,music,Chinese,Corperate
Y2912,Y2912,48878,56,9297,travel,English,NGO
Y2913,Y2913,103253,77,92685,news,Spanish,NGO
Y2914,Y2914,101965,60,87181,travel,English,Individual
Y2915,Y2915,88641,56,119385,gaming,Franch,Corperate
Y2916,Y2916,109878,56,46722,food,English,NGO
Y2917,Y2917,59369,60,14388,news,English,Individual
Y2918,Y2918,115562,54,146874,gaming,Japanese,Goverment
Y2919,Y2919,128434,31,150349,food,English,Individual
